,title,text,label
4010,The Canadian Department of Health issued an emergency notification reccomending that people keep their throats moist to protect from the novel coronavirus,The Canadian Department of Health issued an emergency notification reccomending that people keep their throats moist to protect from the novel coronavirus,FAKE
4014,What if it’s not a virus but 5G that is causing disease and deaths,What if it’s not a virus but 5G that is causing disease and deaths,FAKE
4016,The Canadian Ministry of Health issued a press release which states that they are taking security measures to combat the coronavirus 2019-nCoV,The Canadian Ministry of Health issued a press release which states that they are taking security measures to combat the coronavirus 2019-nCoV,FAKE
4019,Two ways of wearing a surgical mask: Colored side out if you are sick and white side out if you do not want to become sick,Two ways of wearing a surgical mask: Colored side out if you are sick and white side out if you do not want to become sick,FAKE
4023,The Chinese government announced on official document “Garlic is a preventive food for Novel coronavirus.”,The Chinese government announced on official document “Garlic is a preventive food for Novel coronavirus.”,FAKE
4029,"The biological research laboratory Ruilan Bao Hu San Biotech Limited in Shanghai, the city where #coronarvirus originated, has a logo like that of the Umbrella Corporation of RESIDENT EVIL and corona is an anagram for Racoon. WTF","The biological research laboratory Ruilan Bao Hu San Biotech Limited in Shanghai, the city where #coronarvirus originated, has a logo like that of the Umbrella Corporation of RESIDENT EVIL and corona is an anagram for Racoon. WTF",FAKE
4033,WHO advises to avoid “unprotected sex” with animals,WHO advises to avoid “unprotected sex” with animals,FAKE
4034,Video of a doctor fainted on the floor after getting infected with coronavirus,Video of a doctor fainted on the floor after getting infected with coronavirus,FAKE
4042,Wuhan Corona Virus crosses from the Bat Virus and the Pig Virus,Wuhan Corona Virus crosses from the Bat Virus and the Pig Virus,FAKE
4043,"The video is claimed as the Wuhan market, China","The video is claimed as the Wuhan market, China",FAKE
4051,This is the picture of the first new Wuhan coronavirus hospital,This is the picture of the first new Wuhan coronavirus hospital,FAKE
4053,"The Chinese company Ruilan Bao Hu San Biotech Limited is the origin of the novel coronavirus. Its logo resemble the Umbrella Corporation, from the video game Resident Evil","The Chinese company Ruilan Bao Hu San Biotech Limited is the origin of the novel coronavirus. Its logo resemble the Umbrella Corporation, from the video game Resident Evil",FAKE
4054,WHO advises population to avoid having unprotected sex with animals,WHO advises population to avoid having unprotected sex with animals,FAKE
4056,Vitamin C with Zinc prevent and treat the coronavirus infection,Vitamin C with Zinc prevent and treat the coronavirus infection,FAKE
4059,Video of a girl dying of coronavirus in a shopping mall,Video of a girl dying of coronavirus in a shopping mall,FAKE
4062,The first patient diagnosed with COVID-19 was dead,The first patient diagnosed with COVID-19 was dead,FAKE
4063,You no longer need to have contact with someone to get the coronavirus,You no longer need to have contact with someone to get the coronavirus,FAKE
4067,Video of a girl dying of coronavirus,Video of a girl dying of coronavirus,FAKE
4068,"Video of a market in Wuhan (China), the suspected origin of the coronavirus outbreak","Video of a market in Wuhan (China), the suspected origin of the coronavirus outbreak",FAKE
4072,The Korean Government pay travellers’ medical expense for coronavirus without basis law,The Korean Government pay travellers’ medical expense for coronavirus without basis law,FAKE
4076,This video is taken in Wuhan (China) in the place of the outbreak of the coronavirus,This video is taken in Wuhan (China) in the place of the outbreak of the coronavirus,FAKE
4077,The WHO has recomended to avoid unprotected sex with live wil or farm animals,The WHO has recomended to avoid unprotected sex with live wil or farm animals,FAKE
4087,The virus is entirely different all the known virus forms. It activates all bacterias and other viruses in human body,The virus is entirely different all the known virus forms. It activates all bacterias and other viruses in human body,FAKE
4088,The Simpsons predicted the epidemic in advance,The Simpsons predicted the epidemic in advance,FAKE
4089,The movie Venom predicted the epidemic in advance,The movie Venom predicted the epidemic in advance,FAKE
4090,The photograph (which shows people on the floor) shows the impact of coronavirus in China,The photograph (which shows people on the floor) shows the impact of coronavirus in China,FAKE
4092,"There is a “positive” case of the novel coronavirus (nCoV) in a hospital in Banlic, Cabuyao City, Laguna, Philippines in January 2020","There is a “positive” case of the novel coronavirus (nCoV) in a hospital in Banlic, Cabuyao City, Laguna, Philippines in January 2020",FAKE
4098,Video shows a larva extracted from person’s lip as related to the coronavirus,Video shows a larva extracted from person’s lip as related to the coronavirus,FAKE
4108,This video showing a market of animals is claimed to be shot in Wuhan,This video showing a market of animals is claimed to be shot in Wuhan,FAKE
4109,"There is an alert of coronavirus in Madrid, Barcelona and Valencia (January 28)","There is an alert of coronavirus in Madrid, Barcelona and Valencia (January 28)",FAKE
4111,This video connected with coronavirus shows a wholesale market in China and its low–hygiene environment,This video connected with coronavirus shows a wholesale market in China and its low–hygiene environment,FAKE
4115,"The animals in the list in the photo were served at a meeting for 40 thousand people in China, and the virus spread after that day","The animals in the list in the photo were served at a meeting for 40 thousand people in China, and the virus spread after that day",FAKE
4116,The studies initiated by the “Military Research Institute” transformed the form of virus in 2018,The studies initiated by the “Military Research Institute” transformed the form of virus in 2018,FAKE
4117,Turkish doctor allegedly found coronavirus vaccine,Turkish doctor allegedly found coronavirus vaccine,FAKE
4120,"The video shown shows effects of coronavirus and avoid icecream, cold drinks for 90 days","The video shown shows effects of coronavirus and avoid icecream, cold drinks for 90 days",FAKE
4121,The novel coronavirus (2019-nCoV) “will not last long” in the Philippines because of its warm climate,The novel coronavirus (2019-nCoV) “will not last long” in the Philippines because of its warm climate,FAKE
4122,"Two Filipinos ate bat soup in Wuhan, China, the epicenter of the 2019 novel coronavirus (nCoV), as seen in a video uploaded on Facebook","Two Filipinos ate bat soup in Wuhan, China, the epicenter of the 2019 novel coronavirus (nCoV), as seen in a video uploaded on Facebook",FAKE
4123,"The following statement of the Wuhan nurse: Don’t go out, don’t go to parties, don’t eat out, there are 98.000 infected not 2.700, sensationaly transmitted by the Macedonian media outlet Republika","The following statement of the Wuhan nurse: Don’t go out, don’t go to parties, don’t eat out, there are 98.000 infected not 2.700, sensationaly transmitted by the Macedonian media outlet Republika",FAKE
4126,There are several new confirmed cases in several French cities,There are several new confirmed cases in several French cities,FAKE
4128,This woman in Malaysia died of coronavirus,This woman in Malaysia died of coronavirus,FAKE
4129,Water used in an islamic ablution ritual can kill the novel coronavirus,Water used in an islamic ablution ritual can kill the novel coronavirus,FAKE
4137,The Health Authority confirmed 3 cases of coronavirus in the country,The Health Authority confirmed 3 cases of coronavirus in the country,FAKE
4145,"Video of Wuhan market with dogs, snakes, rats and bats…","Video of Wuhan market with dogs, snakes, rats and bats…",FAKE
4147,This video shows a woman eating a bat soup in Wuhan,This video shows a woman eating a bat soup in Wuhan,FAKE
4148,This video shows a man eating a bat soup in a restaurant in China,This video shows a man eating a bat soup in a restaurant in China,FAKE
